codigo	descricao	codigo_classe	id	offset	item_filename
73210	SERVIÇOS DE LEASING OU ALUGUEL DE TELEVISORES, RADIOS, GRAVADORES DE VÍDEO E EQUIPAMENTOS E ACESSÓRIOS CORRELATOS       	7321	73210	0	servicos.subclasses
73220	SERVIÇOS DE LEASING OU ALUGUEL DE FITAS DE VÍDEO                                                                        	7322	73220	0	servicos.subclasses
73230	SERVIÇOS DE LEASING OU ALUGUEL DE MÓVEIS E OUTROS UTENSÍLIOSE APARELHOS DOMÉSTICOS                                      	7323	73230	0	servicos.subclasses
73240	SERVIÇOS DE LEASING OU ALUGUEL DE EQUIPAMENTOS DE RECREAÇÃO E RELAXAMENTO.                                              	7324	73240	0	servicos.subclasses
73250	SERVIÇOS DE LEASING OU ALUGUEL DE ROUPA BRANCA PARA O LAR                                                               	7325	73250	0	servicos.subclasses
73260	SERVIÇOS DE LEASING OU ALUGUEL DE TÊXTEIS, ROUPAS E CALÇADOS                                                            	7326	73260	0	servicos.subclasses
73270	SERVIÇOS DE LEASING OU ALUGUEL DE MAQUINARIA E EQUIPAMENTOS DE ARTESANATO                                               	7327	73270	0	servicos.subclasses
73290	SERVIÇOS DE LEASING OU ALUGUEL DE OUTROS BENS N.C.P.                                                                    	7329	73290	0	servicos.subclasses
73310	SERVIÇOS DE LICENÇA PELO DIREITO DE USO DE SOFTWARE                                                                     	7331	73310	0	servicos.subclasses
83111	SERVIÇOS DE CONSULTORIA EM GERÊNCIA/GESTÃO EM GERAL                                                                     	8311	83111	0	servicos.subclasses
83112	SERVIÇOS DE CONSULTORIA EM GERÊNCIA/GESTÃO FINANCIAL                                                                    	8311	83112	0	servicos.subclasses
83113	SERVIÇOS DE CONSULTORIA EM GERÊNCIA/GESTÃO DE RECURSOS HUMA-NOS                                                         	8311	83113	0	servicos.subclasses
83114	SERVIÇOS DE CONSULTORIA EM GERÊNCIA/GESTÃO EM MARKETING/CO- MERCIALIZAÇÃO                                               	8311	83114	0	servicos.subclasses
83115	SERVIÇOS DE CONSULTORIA EM GERÊNCIA/GESTÃO DA PRODUÇÃO                                                                  	8311	83115	0	servicos.subclasses
83119	OUTROS SERVIÇOS DE CONSULTORIA EM GERÊNCIA/GESTÃO                                                                       	8311	83119	0	servicos.subclasses
83121	SERVIÇOS DE RELAÇÕES PÚBLICAS                                                                                           	8312	83121	0	servicos.subclasses
83129	OUTR0S SERVIÇOS DE CONSULTORIA PRESTADO ÀS EMPRESAS                                                                     	8312	83129	0	servicos.subclasses
83131	SERVIÇOS DE CONSULTORIA DO MEIO AMBIENTE                                                                                	8313	83131	0	servicos.subclasses
83139	OUTROS SERVIÇOS DE CONSULTORIA CIENTÍFICA E TÉCNICA N.C.P                                                               	8313	83139	0	servicos.subclasses
83141	SERVIÇOS DE CONSULTORIA EM EQUIPAMENTOS DE INFORMÁTICA E SISTEMAS INTEGRADOS / HARDWARE                                 	8314	83141	0	servicos.subclasses
